id;id_vendor;filial;date;value;vehicle
1509;100;filial_2;25-04-2022 12:23:45;952206;Fiat Colorado
1510;477;filial_2;14-05-2022 05:03:51;510286;Chrysler Roadster
1511;446;filial_2;12-02-2022 12:24:13;787593;Chevrolet Model T
1512;143;filial_2;22-03-2022 09:56:33;248781;Dodge Taurus
1513;344;filial_1;09-04-2022 01:03:55;616208;Ferrari Malibu
1514;166;filial_2;20-05-2022 06:16:16;521181;Nissan 911
1515;358;filial_1;06-05-2022 06:39:59;921151;Ferrari Volt
1516;332;filial_2;12-02-2022 03:31:35;851120;Bugatti Focus
1517;405;filial_2;17-03-2022 10:19:51;187996;Rolls Royce A4
1518;458;filial_2;10-02-2022 12:59:33;347939;Porsche Accord
1519;287;filial_1;06-03-2022 01:30:42;502762;Aston Martin Explorer
1520;446;filial_2;26-04-2022 12:00:57;569117;Chrysler A4
1521;24;filial_2;03-02-2022 04:48:08;400680;Honda Camry
1522;335;filial_1;25-05-2022 12:10:03;536452;Porsche Prius
1523;113;filial_3;26-02-2022 09:34:55;824271;Toyota CTS
1524;196;filial_3;20-04-2022 10:13:47;402652;Porsche Taurus
1525;372;filial_1;29-04-2022 06:53:08;160398;Mercedes Benz El Camino
1526;484;filial_2;12-04-2022 11:31:00;378781;Lamborghini Grand Cherokee
1527;335;filial_3;26-05-2022 01:36:11;581819;BMW Beetle
1528;218;filial_2;29-03-2022 02:50:24;255872;Toyota Camaro
1529;484;filial_1;12-03-2022 09:48:28;319104;Audi Wrangler
1530;90;filial_1;18-03-2022 03:14:28;314804;Lamborghini Malibu
1531;163;filial_1;13-03-2022 02:33:22;553390;Dodge Impala
1532;192;filial_2;20-04-2022 10:43:13;748957;Maserati Civic
1533;310;filial_1;25-02-2022 08:19:24;853520;Bentley Grand Caravan
1534;315;filial_3;04-05-2022 04:14:29;966299;Volkswagen Wrangler
1535;138;filial_1;22-05-2022 05:34:21;343137;Honda A8
1536;411;filial_2;28-02-2022 07:02:25;178689;Cadillac Silverado
1537;468;filial_1;19-02-2022 06:37:21;904151;Kia El Camino
1538;434;filial_3;06-04-2022 06:38:52;172975;Rolls Royce Spyder
1539;111;filial_3;18-04-2022 04:26:08;435785;Ferrari Jetta
1540;411;filial_3;30-05-2022 09:18:59;556794;Dodge Altima
1541;241;filial_1;03-04-2022 11:00:12;976909;Nissan Camaro
1542;321;filial_2;14-05-2022 01:19:37;872928;BMW Malibu
1543;101;filial_2;08-03-2022 04:02:59;202262;Chevrolet Charger
1544;407;filial_3;22-05-2022 01:12:59;745552;Mercedes Benz A4
1545;53;filial_2;01-03-2022 03:15:35;741348;BMW Grand Cherokee
1546;354;filial_1;02-02-2022 05:25:39;271267;Mini Silverado
1547;253;filial_2;01-03-2022 06:53:49;741388;Audi Colorado
1548;437;filial_3;13-02-2022 09:12:02;977194;Ford Volt
1549;310;filial_3;01-02-2022 08:59:47;973731;Mini Roadster
1550;380;filial_2;30-05-2022 02:23:38;263401;Aston Martin Focus
1551;175;filial_2;14-02-2022 07:45:11;694457;Kia Prius
1552;208;filial_1;19-02-2022 09:52:16;130568;Rolls Royce A8
1553;208;filial_1;16-04-2022 06:37:24;839669;Land Rover Colorado
1554;121;filial_2;16-05-2022 08:17:04;406346;Cadillac Cruze
1555;124;filial_2;10-03-2022 02:21:40;261457;Lamborghini Mercielago
1556;272;filial_2;01-04-2022 05:07:22;745329;Fiat Silverado
1557;104;filial_1;20-05-2022 05:58:58;954711;Nissan Malibu
1558;138;filial_2;06-05-2022 03:05:44;148293;BMW Altima
1559;478;filial_1;26-03-2022 12:16:09;238802;Mini Escalade
1560;292;filial_2;05-04-2022 11:27:40;952626;Kia Spyder
1561;297;filial_3;04-04-2022 01:31:01;320272;Ford Jetta
1562;336;filial_1;17-02-2022 08:07:28;276485;Fiat Corvette
1563;490;filial_3;10-04-2022 08:46:55;734626;Rolls Royce Grand Cherokee
1564;205;filial_2;23-02-2022 12:34:21;796999;Kia Golf
1565;260;filial_3;05-03-2022 11:32:07;358615;Fiat Model S
1566;64;filial_2;06-03-2022 06:53:19;94393;Chrysler Impala
1567;496;filial_1;13-04-2022 10:50:53;92051;Bentley A8
1568;410;filial_3;19-05-2022 03:34:01;913673;Maserati Jetta
1569;169;filial_2;25-04-2022 04:40:32;663943;Aston Martin Challenger
1570;253;filial_3;07-02-2022 12:34:43;483940;Chevrolet ATS
1571;234;filial_1;27-04-2022 05:19:22;863736;Maserati Golf
1572;362;filial_1;24-05-2022 07:12:47;632747;Chrysler Grand Cherokee
1573;287;filial_2;17-03-2022 06:03:19;173517;Kia Wrangler
1574;360;filial_1;23-02-2022 07:45:54;740782;Porsche Element
1575;317;filial_2;16-05-2022 09:49:38;987221;Fiat Spyder
1576;293;filial_3;24-05-2022 02:40:29;372423;Chrysler Impala
1577;139;filial_2;04-03-2022 11:33:28;691303;Porsche Grand Cherokee
1578;210;filial_2;08-03-2022 10:27:20;69449;Porsche Silverado
1579;76;filial_1;14-03-2022 04:52:28;655698;Nissan XTS
1580;335;filial_3;26-04-2022 10:59:25;726034;Lamborghini Taurus
1581;76;filial_1;24-05-2022 12:09:26;177094;Honda Model S
1582;390;filial_1;15-03-2022 02:49:37;874354;Hyandai Challenger
1583;216;filial_1;18-05-2022 12:07:23;189797;Hyandai Camry
1584;17;filial_3;16-02-2022 11:05:37;355959;Ford XTS
1585;407;filial_3;23-02-2022 12:14:28;283449;Jaguar PT Cruiser
1586;189;filial_2;09-02-2022 03:20:10;721033;BMW Camry
1587;56;filial_3;07-03-2022 03:28:01;80335;Volkswagen Silverado
1588;415;filial_3;07-02-2022 12:25:35;293126;Nissan Roadster
1589;115;filial_3;15-04-2022 11:44:15;537459;Jeep Element
1590;414;filial_2;09-04-2022 06:55:47;367140;Cadillac Durango
1591;466;filial_3;22-03-2022 07:05:00;354750;Ford Prius
1592;51;filial_3;04-04-2022 06:45:51;195368;Audi Charger
1593;440;filial_1;16-03-2022 05:01:00;210570;Kia Camry
1594;186;filial_3;24-04-2022 11:42:58;770504;Cadillac Silverado
1595;321;filial_1;15-03-2022 05:36:05;905179;Audi Mustang
1596;180;filial_1;28-03-2022 09:45:36;698469;Volkswagen Grand Caravan
1597;112;filial_1;13-03-2022 02:57:13;607900;Aston Martin Countach
1598;235;filial_3;20-05-2022 05:12:47;724785;Ferrari LeBaron
1599;200;filial_3;17-03-2022 09:58:37;446779;Kia Alpine
1600;428;filial_1;17-03-2022 04:08:18;129727;Cadillac Cruze
1601;446;filial_1;19-03-2022 05:02:04;948852;Bentley Civic
1602;79;filial_2;30-05-2022 05:42:52;873770;Dodge Malibu
1603;367;filial_1;29-03-2022 01:08:48;422830;Rolls Royce Mustang
1604;44;filial_2;05-05-2022 01:26:53;847658;Mini El Camino
1605;365;filial_2;23-03-2022 04:11:42;921548;Mercedes Benz Model T
1606;85;filial_2;23-02-2022 10:04:45;502333;Toyota Camaro
1607;421;filial_3;18-02-2022 01:16:32;911941;Audi Aventador
1608;97;filial_2;19-05-2022 04:09:54;573662;Porsche F-150
1609;164;filial_1;15-02-2022 05:02:55;320653;Honda Countach
1610;420;filial_2;07-05-2022 03:03:18;385065;Mini Explorer
1611;218;filial_3;10-05-2022 04:41:32;542859;Ford Charger
1612;401;filial_2;22-02-2022 03:29:07;120658;Chevrolet Expedition
1613;404;filial_1;25-02-2022 02:33:17;466473;Toyota Accord
1614;254;filial_2;22-05-2022 02:35:01;54268;Lamborghini Challenger
1615;357;filial_2;10-04-2022 05:34:20;70009;Honda Ranchero
1616;421;filial_2;04-02-2022 08:02:21;229038;Hyandai Model 3
1617;252;filial_2;29-05-2022 04:12:38;624105;Kia Silverado
1618;184;filial_2;07-04-2022 01:15:36;592637;Nissan Model 3
1619;410;filial_2;05-02-2022 10:10:19;344957;Land Rover Cruze
1620;381;filial_3;15-02-2022 01:02:33;726417;Cadillac Prius
1621;206;filial_3;01-05-2022 12:41:23;117968;Nissan Alpine
1622;348;filial_2;17-03-2022 12:57:42;710078;Lamborghini Impala
1623;254;filial_1;16-02-2022 12:48:55;233630;Mercedes Benz Escalade
1624;255;filial_3;16-02-2022 03:02:03;108838;Ferrari Mustang
1625;6;filial_3;16-04-2022 02:13:41;489367;Cadillac Mercielago
1626;148;filial_1;23-03-2022 02:14:15;781614;Kia Cruze
1627;43;filial_1;14-04-2022 10:58:30;895321;Maserati Roadster
1628;65;filial_2;05-04-2022 11:41:39;748262;Dodge Grand Cherokee
1629;112;filial_2;22-03-2022 04:34:04;713667;Hyandai Beetle
1630;150;filial_3;28-04-2022 09:52:33;727900;Mercedes Benz 911
1631;150;filial_3;13-02-2022 01:27:25;428516;Nissan Escalade
1632;167;filial_2;05-05-2022 09:33:49;280673;Lamborghini Silverado
1633;277;filial_1;13-04-2022 10:50:26;267483;Lamborghini Golf
1634;226;filial_2;27-05-2022 09:58:02;987610;Ferrari Civic
1635;30;filial_2;28-04-2022 01:33:05;384114;Tesla Grand Caravan
1636;87;filial_1;28-04-2022 05:43:48;476200;BMW Challenger
1637;342;filial_2;03-05-2022 11:13:04;572723;Mini 911
1638;408;filial_1;28-04-2022 03:27:57;350691;Toyota A8
1639;200;filial_3;25-05-2022 01:53:09;380689;Ford Sentra
1640;342;filial_2;12-04-2022 04:33:16;146682;Tesla Countach
1641;395;filial_3;21-02-2022 08:26:43;480203;Aston Martin Roadster
1642;248;filial_1;21-03-2022 01:38:07;861495;Aston Martin ATS
1643;181;filial_2;29-04-2022 06:07:25;574878;Hyandai Spyder
1644;71;filial_2;31-03-2022 12:31:32;285090;Tesla Grand Caravan
1645;28;filial_3;16-02-2022 01:44:23;910966;BMW Wrangler
1646;31;filial_1;11-02-2022 09:24:08;50821;Land Rover ATS
1647;494;filial_3;13-03-2022 05:43:52;242991;Chrysler Durango
1648;46;filial_3;25-02-2022 10:10:38;363279;Chrysler Model S
1649;372;filial_2;15-03-2022 09:33:52;518291;Fiat Malibu
1650;79;filial_3;11-03-2022 12:59:13;203572;Cadillac CTS
1651;146;filial_3;19-02-2022 08:14:28;424265;Land Rover Model S
1652;353;filial_2;09-04-2022 01:39:04;412350;Volkswagen 911
1653;447;filial_1;13-05-2022 10:32:44;899104;Jeep Challenger
1654;380;filial_3;11-04-2022 09:12:38;792630;Audi Ranchero
1655;123;filial_3;01-02-2022 11:25:18;928616;Bugatti Beetle
1656;149;filial_3;29-03-2022 11:12:55;379899;Rolls Royce PT Cruiser
1657;67;filial_2;29-05-2022 10:36:22;149135;Toyota Land Cruiser
1658;442;filial_1;28-03-2022 09:36:34;311730;Tesla El Camino
1659;60;filial_2;17-04-2022 09:56:00;836062;Jeep Roadster
1660;391;filial_3;04-03-2022 01:19:56;138081;Bugatti Sentra
1661;292;filial_2;12-02-2022 11:28:16;459863;Lamborghini Alpine
1662;150;filial_2;19-02-2022 08:59:43;482456;Chrysler Grand Cherokee
1663;285;filial_1;10-03-2022 08:16:17;710088;Nissan Grand Cherokee
1664;494;filial_3;21-03-2022 10:20:23;655930;Ferrari Element
1665;426;filial_1;18-05-2022 04:06:55;203404;Bentley Charger
1666;11;filial_3;19-03-2022 08:15:42;582294;Mini LeBaron
1667;322;filial_3;16-04-2022 05:31:33;699317;Lamborghini Alpine
1668;435;filial_3;05-05-2022 08:26:08;540936;Mini Impala
1669;98;filial_3;17-03-2022 05:16:29;129959;Toyota A4
1670;321;filial_3;23-04-2022 06:16:36;50974;Dodge Model T
1671;325;filial_2;08-05-2022 07:33:22;496350;Ferrari Silverado
1672;125;filial_2;02-02-2022 02:44:29;960728;Volkswagen Alpine
1673;13;filial_2;16-03-2022 05:20:18;102982;Land Rover Cruze
1674;59;filial_3;13-02-2022 04:56:01;84536;Dodge Cruze
1675;480;filial_3;12-02-2022 06:06:31;303829;Mini Cruze
1676;267;filial_1;27-03-2022 04:00:42;511740;Porsche Sentra
1677;394;filial_3;10-02-2022 09:18:27;723766;Bugatti ATS
1678;311;filial_3;21-05-2022 09:12:19;927344;Volkswagen Mustang
1679;417;filial_1;26-04-2022 05:03:31;274212;Ford ATS
1680;64;filial_2;14-02-2022 07:56:55;737336;Bentley Grand Cherokee
1681;20;filial_2;16-02-2022 02:54:49;614753;Ford Ranchero
1682;339;filial_3;06-03-2022 05:59:24;861632;Ford Model 3
1683;152;filial_3;13-03-2022 04:51:19;779995;Kia Golf
1684;159;filial_1;04-02-2022 06:43:12;80504;Jaguar Civic
1685;445;filial_2;29-03-2022 10:12:06;617035;Nissan Roadster
1686;267;filial_2;27-04-2022 01:18:15;648956;Bugatti ATS
1687;310;filial_3;12-02-2022 10:40:21;571805;Aston Martin Model 3
1688;483;filial_3;05-02-2022 02:17:02;733623;Rolls Royce Fiesta
1689;45;filial_3;14-05-2022 06:08:54;280644;Honda Beetle
1690;181;filial_2;18-03-2022 05:33:12;146086;Lamborghini F-150
1691;260;filial_3;21-04-2022 01:21:31;609538;Land Rover A4
1692;186;filial_2;04-02-2022 08:28:39;635050;Maserati A8
1693;67;filial_3;02-02-2022 08:44:41;955473;Bentley Model S
1694;423;filial_2;01-04-2022 06:07:17;879784;Rolls Royce Taurus
1695;197;filial_2;02-02-2022 09:46:28;318377;Kia Camaro
1696;463;filial_3;10-03-2022 03:32:40;955804;Maserati Element
1697;258;filial_3;13-05-2022 03:37:48;871533;BMW Volt
1698;408;filial_2;20-03-2022 04:05:27;887659;Kia Cruze
1699;151;filial_1;02-02-2022 06:17:25;73484;Lamborghini Jetta
1700;250;filial_3;21-05-2022 02:05:52;918315;Rolls Royce Cruze
1701;469;filial_1;27-03-2022 04:33:30;826945;Kia Alpine
1702;256;filial_3;28-05-2022 07:03:33;137542;Kia Land Cruiser
1703;194;filial_3;15-04-2022 06:02:34;500341;Toyota 911
1704;223;filial_3;12-02-2022 09:01:02;942069;Ferrari Sentra
1705;266;filial_2;28-02-2022 01:28:57;915720;Cadillac Spyder
1706;267;filial_2;26-04-2022 10:56:07;658211;Volkswagen XTS
1707;310;filial_3;28-05-2022 12:22:04;920913;Land Rover Alpine
1708;2;filial_3;16-05-2022 05:52:09;796822;Kia Malibu
1709;437;filial_2;03-05-2022 04:23:45;282524;Lamborghini Land Cruiser
1710;269;filial_1;16-02-2022 02:54:22;350913;Cadillac Roadster
1711;343;filial_1;11-03-2022 09:48:35;79886;Honda Explorer
1712;3;filial_2;18-03-2022 07:28:29;568592;Chevrolet Ranchero
1713;477;filial_2;24-03-2022 10:32:30;574763;Mercedes Benz Golf
1714;43;filial_2;25-05-2022 04:58:36;744328;Cadillac Civic
1715;483;filial_2;30-05-2022 06:58:39;525908;Land Rover Wrangler
1716;230;filial_2;26-02-2022 03:25:22;752455;Chevrolet A8
1717;341;filial_3;21-04-2022 02:43:51;433472;Ferrari Spyder
1718;451;filial_2;21-05-2022 07:37:48;910413;Jeep Expedition
1719;17;filial_1;02-03-2022 09:47:57;613225;Jaguar Element
1720;296;filial_3;13-04-2022 05:38:16;908054;Volkswagen Cruze
1721;103;filial_1;21-05-2022 04:15:23;94749;Ferrari Mercielago
1722;319;filial_2;18-04-2022 03:22:25;952009;Mini Taurus
1723;43;filial_2;05-04-2022 02:12:40;572200;Ferrari F-150
1724;426;filial_1;05-03-2022 11:17:14;229324;Mercedes Benz Fiesta
1725;223;filial_3;09-05-2022 06:36:33;88816;Land Rover Silverado
1726;83;filial_1;06-04-2022 01:29:51;864975;Mini Countach
1727;129;filial_2;14-05-2022 06:14:39;134956;Volkswagen Aventador
1728;229;filial_1;22-04-2022 03:26:32;373797;Mini PT Cruiser
1729;35;filial_3;06-05-2022 03:08:08;852553;Jaguar Grand Cherokee
1730;411;filial_1;17-03-2022 04:07:59;235280;Fiat Escalade
1731;373;filial_1;05-02-2022 08:39:44;586896;Lamborghini Malibu
1732;410;filial_3;18-04-2022 02:21:10;51340;Rolls Royce Beetle
1733;46;filial_1;14-02-2022 06:05:24;709941;Porsche Taurus
1734;238;filial_2;29-04-2022 04:42:51;941672;Nissan Civic
1735;152;filial_2;01-03-2022 12:58:42;657206;Audi 911
1736;398;filial_2;02-03-2022 03:54:07;434806;Kia Ranchero
1737;330;filial_2;14-04-2022 07:44:30;108108;Tesla Camaro
1738;398;filial_1;10-04-2022 06:56:38;190808;Kia CTS
1739;354;filial_1;19-04-2022 09:58:20;637092;Mini Camaro
1740;499;filial_1;17-04-2022 05:48:30;667491;Volkswagen Roadster
1741;207;filial_1;16-04-2022 01:26:24;727827;Porsche Countach
1742;393;filial_2;21-04-2022 04:50:42;509482;Hyandai Silverado
1743;481;filial_3;29-05-2022 01:03:53;829662;Tesla Camaro
1744;66;filial_2;27-05-2022 05:27:25;336119;Volkswagen Explorer
1745;113;filial_1;18-05-2022 11:45:00;432819;Rolls Royce Model T
1746;352;filial_3;16-02-2022 01:41:48;716085;Toyota Ranchero
1747;239;filial_3;03-04-2022 06:24:27;334972;Chevrolet Spyder
1748;404;filial_2;09-03-2022 10:40:12;902096;Jaguar Model 3
1749;3;filial_1;22-05-2022 09:51:59;901724;Ford A8
1750;448;filial_3;24-03-2022 04:07:07;520734;Lamborghini Impala
1751;30;filial_3;14-02-2022 07:00:54;354665;Jeep F-150
1752;334;filial_1;24-05-2022 04:06:48;377101;Honda Mercielago
1753;365;filial_1;05-04-2022 07:28:16;838616;Toyota Durango
1754;7;filial_2;05-03-2022 04:00:04;808476;Bentley Model 3
1755;45;filial_1;05-05-2022 09:36:27;877325;Cadillac Challenger
1756;279;filial_1;21-04-2022 09:24:18;760937;Tesla Wrangler
1757;389;filial_3;23-02-2022 09:55:07;384885;Bentley F-150
1758;438;filial_1;23-02-2022 11:37:49;756259;Volkswagen Model S
1759;453;filial_3;24-02-2022 01:39:09;972384;Nissan Ranchero
1760;365;filial_2;28-02-2022 12:36:53;892220;Fiat A4
1761;171;filial_3;31-03-2022 05:39:27;298174;Bentley Beetle
1762;139;filial_2;17-03-2022 03:12:41;848811;Cadillac Volt
1763;235;filial_2;29-03-2022 10:31:07;917025;Bentley Colorado
1764;131;filial_3;08-03-2022 07:55:11;796867;Jaguar Silverado
1765;321;filial_2;20-03-2022 09:40:36;533451;Lamborghini Taurus
1766;131;filial_1;05-02-2022 08:24:25;917287;Cadillac Malibu
1767;498;filial_2;01-03-2022 02:24:36;864502;Tesla Corvette
1768;68;filial_1;03-04-2022 10:08:56;120953;Chrysler El Camino
1769;21;filial_1;11-04-2022 02:07:35;683672;Toyota Expedition
1770;465;filial_3;06-04-2022 04:30:46;289520;Ferrari Escalade
1771;140;filial_1;14-04-2022 10:32:14;634341;Jaguar Model 3
1772;294;filial_1;03-02-2022 09:53:17;772137;Porsche Golf
1773;162;filial_2;09-05-2022 02:38:16;731526;Rolls Royce Aventador
1774;147;filial_1;27-03-2022 01:15:51;402375;Toyota Charger
1775;227;filial_1;10-05-2022 01:30:55;663311;Land Rover Colorado
1776;392;filial_3;28-04-2022 11:12:06;346286;Toyota Ranchero
1777;129;filial_3;19-04-2022 09:53:15;452635;Chevrolet Element
1778;237;filial_2;22-05-2022 11:15:06;52117;Jeep Escalade
1779;70;filial_3;23-02-2022 09:51:05;224179;Rolls Royce Land Cruiser
1780;306;filial_2;10-05-2022 05:28:12;82437;BMW Prius
1781;406;filial_3;07-03-2022 11:38:01;326930;Toyota Model T
1782;245;filial_1;16-05-2022 11:13:45;127149;Jaguar Silverado
1783;367;filial_1;31-03-2022 09:12:50;423635;Audi Beetle
1784;407;filial_2;14-03-2022 04:02:22;945878;Land Rover Grand Cherokee
1785;447;filial_2;19-04-2022 10:01:22;911636;Toyota Alpine
1786;282;filial_2;10-04-2022 12:00:32;724748;Dodge Model 3
1787;335;filial_2;17-04-2022 05:27:52;223178;Rolls Royce Countach
1788;151;filial_3;04-03-2022 01:12:00;893153;Cadillac Volt
1789;170;filial_3;04-02-2022 01:39:35;106160;Mercedes Benz LeBaron
1790;371;filial_1;15-02-2022 01:08:18;331597;Honda Accord
1791;115;filial_2;06-05-2022 07:55:25;635011;Tesla Ranchero
1792;36;filial_3;14-02-2022 04:04:18;953754;Lamborghini Altima
1793;248;filial_3;25-04-2022 07:12:55;786111;Toyota Cruze
1794;470;filial_1;06-05-2022 04:38:41;242590;BMW Model 3
1795;138;filial_1;07-04-2022 03:48:51;63952;Tesla Model S
1796;381;filial_1;17-05-2022 05:12:24;342386;Chrysler Malibu
1797;1;filial_3;15-03-2022 11:26:53;513090;Jaguar Grand Cherokee
1798;296;filial_1;25-04-2022 10:41:36;727454;Honda Model T
1799;305;filial_2;15-05-2022 03:50:16;422256;Jaguar ATS
1800;363;filial_2;09-03-2022 12:41:11;123079;Cadillac Grand Caravan
1801;414;filial_3;30-03-2022 09:20:17;320413;Bugatti XTS
1802;124;filial_1;11-03-2022 09:41:06;663492;Jeep Volt
1803;268;filial_3;20-03-2022 12:50:06;369869;Aston Martin Altima
1804;358;filial_2;02-03-2022 04:25:16;471405;Mercedes Benz Model 3
1805;485;filial_2;17-02-2022 05:34:00;253028;Toyota Model T
1806;194;filial_2;13-04-2022 05:50:04;166586;Bentley Challenger
1807;301;filial_3;13-05-2022 03:01:05;372377;Chevrolet Grand Caravan
1808;159;filial_1;16-03-2022 02:28:43;248584;Dodge Camry
1809;374;filial_1;07-03-2022 09:21:57;333523;Bentley Golf
1810;151;filial_2;16-03-2022 11:50:17;831415;BMW XTS
1811;363;filial_3;25-03-2022 03:00:23;460342;Ford Land Cruiser
1812;472;filial_3;13-05-2022 01:26:56;293920;Lamborghini Countach
1813;399;filial_1;17-05-2022 03:02:43;335481;Bentley Cruze
1814;496;filial_1;16-03-2022 11:33:49;580469;Chevrolet CTS
1815;50;filial_3;30-05-2022 05:57:48;655163;Bentley Malibu
1816;196;filial_3;23-05-2022 11:31:50;671120;Bugatti Golf
1817;329;filial_2;24-02-2022 01:29:35;676188;Ferrari Model 3
1818;361;filial_1;14-04-2022 01:51:34;50451;Bentley Camry
1819;318;filial_3;06-04-2022 05:42:14;283056;Cadillac A8
1820;308;filial_3;23-04-2022 12:40:45;692621;Dodge Roadster
1821;45;filial_1;21-02-2022 03:43:21;788100;Jaguar Beetle
1822;263;filial_2;06-03-2022 05:21:11;510134;Toyota Model 3
1823;437;filial_3;16-02-2022 05:43:56;859195;Aston Martin Silverado
1824;183;filial_2;01-04-2022 06:15:53;741525;Bugatti Land Cruiser
1825;75;filial_3;12-03-2022 01:20:37;170511;Rolls Royce Taurus
1826;437;filial_3;03-03-2022 07:22:15;601702;Bentley Expedition
1827;341;filial_1;07-02-2022 02:28:22;654823;Ford Ranchero
1828;10;filial_2;15-02-2022 12:38:50;58516;Nissan XTS
1829;72;filial_1;25-02-2022 09:06:06;937536;Toyota Taurus
1830;214;filial_2;16-03-2022 09:14:29;606212;Tesla Fiesta
1831;437;filial_1;28-03-2022 06:35:42;347409;Aston Martin Alpine
1832;296;filial_2;28-02-2022 11:15:18;998245;Jaguar ATS
1833;123;filial_1;01-02-2022 12:02:36;679560;Nissan Volt
1834;84;filial_1;12-05-2022 03:19:29;260874;Toyota Jetta
1835;194;filial_2;03-03-2022 01:03:04;146727;Aston Martin Altima
1836;258;filial_2;24-02-2022 06:56:40;764194;Maserati Prius
1837;367;filial_1;12-05-2022 05:09:05;546076;Aston Martin Volt
1838;265;filial_3;17-03-2022 03:31:10;210962;Tesla Model T
1839;373;filial_3;23-05-2022 07:47:41;373746;Hyandai Silverado
1840;447;filial_1;05-03-2022 05:03:45;578161;Nissan Land Cruiser
1841;50;filial_3;08-05-2022 10:21:15;62509;BMW Taurus
1842;20;filial_1;16-02-2022 01:03:19;771941;Chevrolet Accord
1843;461;filial_1;30-03-2022 07:54:31;359922;Fiat Alpine
1844;493;filial_3;03-04-2022 05:25:05;634394;Audi Model 3
1845;224;filial_1;08-03-2022 06:19:21;834929;Mercedes Benz Golf
1846;397;filial_1;27-02-2022 11:21:03;997429;Kia Escalade
1847;162;filial_3;23-02-2022 01:48:11;163360;Chevrolet ATS
1848;367;filial_2;16-04-2022 08:47:25;926269;Chrysler Challenger
1849;92;filial_3;16-04-2022 06:06:50;579297;Volkswagen Golf
1850;29;filial_1;30-03-2022 01:19:15;246716;Volkswagen Model 3
1851;467;filial_1;24-03-2022 12:09:41;837424;Porsche Silverado
1852;237;filial_3;27-04-2022 01:35:41;515327;Bentley Escalade
1853;81;filial_3;29-04-2022 04:24:06;536274;Aston Martin Charger
1854;103;filial_3;22-05-2022 09:30:29;904842;Cadillac Prius
1855;439;filial_3;04-02-2022 11:13:37;768956;Fiat Explorer
1856;402;filial_1;13-05-2022 10:48:21;240020;Ford Expedition
1857;35;filial_2;13-05-2022 08:59:08;114363;Chrysler Model 3
1858;451;filial_2;13-03-2022 09:18:04;805995;Tesla Challenger
1859;165;filial_2;19-04-2022 07:54:40;326482;Land Rover Accord
1860;331;filial_3;14-05-2022 05:02:45;507239;Ferrari El Camino
1861;153;filial_2;14-05-2022 08:10:34;255058;Land Rover Explorer
1862;267;filial_2;12-03-2022 02:25:48;595564;Toyota XTS
1863;46;filial_3;30-05-2022 08:08:25;162729;Tesla A4
1864;62;filial_2;04-04-2022 11:17:04;178911;Chevrolet Camaro
1865;228;filial_3;24-02-2022 01:04:13;870702;Mercedes Benz PT Cruiser
1866;176;filial_1;27-02-2022 07:14:36;699931;Bugatti Sentra
1867;303;filial_3;13-03-2022 07:33:10;997939;Chrysler Fiesta
1868;76;filial_1;26-03-2022 09:49:48;263787;Tesla Alpine
1869;240;filial_3;09-04-2022 02:14:24;975406;Audi LeBaron
1870;38;filial_2;11-04-2022 02:58:55;100353;Jeep Countach
1871;51;filial_2;10-04-2022 02:16:36;331149;Mini Volt
1872;425;filial_1;30-04-2022 10:11:20;435605;Bentley Impala
1873;28;filial_3;25-02-2022 01:29:39;207555;Jeep A8
1874;151;filial_1;23-03-2022 06:23:01;173314;Fiat Expedition
1875;386;filial_3;27-05-2022 05:21:03;922201;Land Rover Camry
1876;182;filial_3;15-02-2022 01:20:48;519028;Ferrari Element
1877;289;filial_1;15-05-2022 03:39:04;274816;Maserati Sentra
1878;407;filial_3;18-04-2022 10:51:51;920699;Cadillac F-150
1879;222;filial_2;01-03-2022 08:53:23;975415;Ford Countach
1880;430;filial_2;17-02-2022 05:05:41;831062;BMW Focus
1881;284;filial_1;31-03-2022 12:40:37;938667;Porsche XTS
1882;156;filial_3;06-03-2022 04:53:47;458229;Ford Jetta
1883;349;filial_2;03-05-2022 03:48:54;656944;Mercedes Benz Element
1884;51;filial_3;09-05-2022 09:18:04;148250;Tesla Malibu
1885;313;filial_1;21-02-2022 10:13:48;81415;Mini Golf
1886;190;filial_3;17-02-2022 06:56:25;139141;Nissan El Camino
1887;126;filial_1;21-05-2022 07:35:49;991836;Rolls Royce Camaro
1888;372;filial_3;08-03-2022 05:13:12;464805;Toyota CTS
1889;144;filial_3;15-05-2022 03:30:55;142958;Toyota Sentra
1890;477;filial_1;01-04-2022 05:46:52;276744;Chrysler Ranchero
1891;242;filial_1;30-04-2022 12:55:08;99544;Nissan Sentra
1892;133;filial_2;05-03-2022 12:22:05;429344;Jeep Mercielago
1893;197;filial_2;20-04-2022 01:44:33;778631;Rolls Royce Aventador
1894;189;filial_2;09-05-2022 07:45:36;158790;Jeep Mustang
1895;93;filial_2;12-02-2022 12:26:57;433926;Aston Martin Colorado
1896;337;filial_3;10-03-2022 08:24:53;413597;Porsche Fiesta
1897;13;filial_1;25-04-2022 03:40:28;521146;Volkswagen Silverado
1898;409;filial_1;10-05-2022 02:48:50;159661;Chrysler LeBaron
1899;121;filial_2;27-03-2022 11:00:37;505060;Aston Martin 911
1900;481;filial_1;10-02-2022 10:52:55;100394;Rolls Royce Accord
1901;296;filial_3;25-04-2022 12:58:18;533851;Honda Volt
1902;319;filial_3;19-03-2022 02:44:12;221214;Aston Martin Wrangler
